asi_slno,raw_text,page
12,Ancient Gumpha Thiksey Leh,49
13,Shrine of four Lords Gon-Khang (Tsemo Hill) Leh Leh,49
14,Ancient Gonpa Complex Wanla Leh,49
15,Rangdum Monastery (Shadup Rangdum Kargil Dzamlinggyan) 49,49
15,List of Centrally Protected Monuments / Sites under the jurisdiction of Madhya Pradesh (Bhopal Circle and Jabalpur Circle) Bhopal Circle Sl.No. Name of the Monument / Site Locality District,50
1,Jain Temples 1 to 5 Budhichan-deri Ashok Nagar,50
2,Bada Madarasa Chanderi Ashok Nagar,50
3,Badal Mahal gateway Chanderi Ashok Nagar,50
4,Battisi Baodi Chanderi Ashok Nagar,50
5,Chanderi Fort Chanderi Ashok Nagar,50
6,Jama Masjid Chanderi Ashok Nagar,50
7,Kati Ghati Chanderi Ashok Nagar,50
8,Koshak Mahal Chanderi Ashok Nagar,50
9,Nizam-ud-din's family Tomb Chanderi Ashok Nagar,50
10,Shahjadi ka Roza Chanderi Ashok Nagar,50
11,Monastery Kadwaha Ashok Nagar,50
12,Temples 2 to 7 Kadwaha Ashok Nagar,50
13,Andhakuan Group of Temples Thoban Ashok Nagar,50
14,Gargaj and Mahadev Ghat Group of Temples Thoban Ashok Nagar,50
15,Hanuman Marhi Group of Temples Thoban Ashok Nagar,50
16,Hori Ki Marhia Group of Temples Thoban Ashok Nagar,50
17,Kuti Group of Temples Thoban Ashok Nagar,50
18,Sitamarhi Group of Temple Thoban Ashok Nagar,50
19,Fort Ater Bhind,50
20,Brick Temples (two) Kherat Bhind,50
21,Open Air Museum Kherat Bhind,50
22,Kamlapati Mahal and adjoining area Bhopal Bhopal,50
23,Ahukhana site and the compound wall and Ahukhana Burhanpur the pavilion and tank,50
24,"Idgah, front wall with open platform Asirgarh Burhanpur",50
25,Mahadeo Temple with its compound near the Asirgarh Burhanpur inspection Bunglow 50 Sl.No. Name of the Monument / Site Locality District,50
26,"The whole fort , including all the walls, Sat Asirgarh Burhanpur Darwaza, the mosque and temple inside",51
27,Tomb of Shah Numa Asirgarh Burhanpur,51
28,Bibi Sahib's Masjid Burhanpur Burhanpur,51
29,"Churiwalonki Masjid, outside the Itwara gate, Burhanpur Burhanpur the Burhanpur city",51
30,Dome of Adil Shah Faruki Burhanpur Burhanpur,51
31,Dome of Shah Nawaz Khan Burhanpur Burhanpur,51
32,Raja's Chhatri near Bordha Ghat at Burhanpur Burhanpur Burhanpur,51
33,The palace situated in the fort Burhanpur Burhanpur,51
34,Tomb of Nadir Shah Burhanpur Burhanpur,51
35,Tomb of Shah Shuja Burhanpur Burhanpur,51
36,Hammam Khana Chowk Mohalla Burhanpur,51
37,Mahal Gurara palaces or building on both Mahal Gurara Burhanpur sides of the Gurara river and two masonry dams in the river,51
38,Temple of the Chandella period built mostly Bharauli Datia of Granite,51
39,Bir Singh Palace Datia Datia,51
40,Rock inscription of Asoka Gujjara Datia,51
41,Sidheshwar Temple Nemawar Dewas,51
42,Unfinished Temple Nemawar Dewas,51
43,Buddhist caves 1 to 7 Bagh Dhar,51
44,Bhojshala and Kamal Maula's mosque Dhar Dhar,51
45,Lat ki masjid Dhar Dhar,51
46,Alamgir Gate Mandu Dhar,51
47,Ancient Hindu Baodi Mandu Dhar,51
48,Andheri Baodi Mandu Dhar,51
49,Ashrafi Mahal Mandu Dhar,51
50,"Baz Bahadur""s Palace Mandu Dhar",51
51,Bhagwania Gate Mandu Dhar,51
52,Bhangi Gate Mandu Dhar,51
53,Caravan Sarai Mandu Dhar,51
54,Champa Baodi Mandu Dhar,51
55,"Chistikhan""s Mahal Mandu Dhar",51
56,Chor Kot Mandu Dhar,51
57,Chorkot Mosque Mandu Dhar,51
58,Daika Mahal Mandu Dhar,51
59,Daike Chhoti Behen ka Mahal Mandu Dhar,51
60,"Darya Khan""s Tomb Mandu Dhar",51
61,Delhi Gate Mandu Dhar,51
62,Dharmashalla Mandu Dhar,51
63,Dilawarkhan's Mosque Mandu Dhar,51
64,Ek-khamba Mahal Mandu Dhar,51
65,Gada Shah Palace Mandu Dhar,51
66,Gada Shah Shop Mandu Dhar,51
67,Gadi Darwaza Mandu Dhar,51
68,Hammam Mandu Dhar,51
69,Hathi Gate Mandu Dhar 51 Sl.No. Name of the Monument / Site Locality District,51
70,Hathi Mahal Mandu Dhar,52
71,Hindola Mahal Mandu Dhar,52
72,Hoshang’s tomb Mandu Dhar,52
73,Jahangirupur gate Mandu Dhar,52
74,Jahaz Mahal Mandu Dhar,52
75,Jali Mahal Mandu Dhar,52
76,Jama Masjid Mandu Dhar,52
77,Kapoor Talao and the ruins on its bank Mandu Dhar,52
78,Lal Bag Mandu Dhar,52
79,Lal bungalow Mandu Dhar,52
80,Lohani caves Mandu Dhar,52
81,Lohani Gate Mandu Dhar,52
82,Mahmud's tomb Mandu Dhar,52
83,Malik Moghi's Tomb Mandu Dhar,52
84,Mosque near Sopi tank Mandu Dhar,52
85,Mosque near Tarapur Gate Mandu Dhar,52
86,Mosque noth-west of Darya Khan's Tomb Mandu Dhar,52
87,Nahar Jharoka Mandu Dhar,52
88,Nahar Jharokha compound Mandu Dhar,52
89,Nameless Tomb Mandu Dhar,52
90,Neelkanth Mandu Dhar,52
91,Rampol gate and the mosque opposite to it Mandu Dhar,52
92,Roopmati Pavilion Mandu Dhar,52
93,Royal palace Mandu Dhar,52
94,Ruins on the west of Rewa Kund Mandu Dhar,52
95,Sat Kothari cave Mandu Dhar,52
96,Somati kund Mandu Dhar,52
97,Songarh Gate Mandu Dhar,52
98,Tarapur Gate Mandu Dhar,52
99,Taveli Mahal Mandu Dhar,52
100,Tomb and mosque attached Mandu Dhar,52
101,Tomb north of Alamgir gate Mandu Dhar,52
102,Tomb north of Daryakhan's tomb Mandu Dhar,52
103,Tower of Victory Mandu Dhar,52
104,Tripolia gate Mandu Dhar,52
105,Ujali Baodi Mandu Dhar,52
106,Water Palace Mandu Dhar,52
107,Water Palace Sadalpur Dhar,52
108,Rock cut temple Wasvi Dhar,52
109,Mahadeva Temple Amrol Gwalior,52
110,Tomb of Abul Fazal Antri Gwalior,52
111,Tomb of Mohammad Ghaus Ghauspura Gwalior,52
112,"Gwalior fort: (i) Bada Mahal or Hindola gate, Gwalior Gwalior (ii) Gwalior or Alamgir gate, (iii) Ganesha gate, (iv) Chaturbhuj temple, (v) Lakshman gate, (vi) Mansingh Palace, (vii) Rock cut Jain colossi, (viii) Sas Bahu Temple, (ix) Teli ka Mandir, (x) Urwai gate",52
113,"Tomb of Tansen and two Mosque,s Gwalior Gwalior 52 Sl.No. Name of the Monument / Site Locality District",52
114,Ancient Site Pawaya Gwalior,53
115,Tila Monument Pawaya Gwalior,53
116,Old Mughal Fort Joga Harda,53
117,Amleshwar alias Mamleshwar group of Godadpura Khandwa temples including Kleshwar temple (Onkar Mandhata),53
118,Chaubis Avtar Temple with its content Mandhata Khandwa,53
119,Chandsuraj Gateway Mandhata Khandwa,53
120,Siddhesvara or Siddhnath Temple Mandhata Khandwa,53
121,Excavated site Kasrawad Khargone,53
122,Chaubara Dera Khargone Khargone,53
123,Jain temple 1 to 3 Khargone Khargone,53
124,Temples of Mahakaleshwar 1 and 2 Khargone Khargone,53
125,Temple of Nilkanteshwar Khargone Khargone,53
126,An old sarai Raverkhedi Khargone,53
127,Brindaban dedicated to the memory of Raverkhedi Khargone Shrimant Baji Rao Peshwa,53
128,Main gate and remaining portion of the Raverkhedi Khargone Preshwa residence or fortress,53
129,The Chatri inside the sarai Raverkhedi Khargone,53
130,Pre-historic painted rock shelters Bhanpura Mandsaur Chaturbhuja Nala,53
131,Pre-historic painted rock shelters Sita Khardi Bhanpura Mandsaur,53
132,Brahmanical rockcut temple Dhamnar Mandsaur,53
133,Buddhist caves No. 1 to 51 Dhamnar Mandsaur,53
134,Yasodharman Pillar or Victory Sondhani Mandsaur,53
135,Ekattarso Mahadeva Temple Mitaoli Morena,53
136,Temples 1 to 22 Naresar Morena,53
137,Gadhi Padhavali Morena,53
138,Group of temples at Batesar Padhavali Morena,53
139,Temple Padhavali Morena,53
140,Kakanmath Temple Suhania Morena,53
141,Nau Toran Temple Khor Nimach,53
142,Buddhist stupas and remains Andher (Bawalia & Raisen Hakeemkhedi),53
143,"Pre-historic rock shelters with paintings Bhaianpura, Raisen comprising of Tajpura, Bineka, Bhimbetka, Amchha Khurd, Lakhajuar East and Lakhajuhar West groups Amchha Kalam, Kasolwara, Gotampur, Borda, Bineka, Tajpura",53
144,"(i) Savite Temple Bhojpur Raisen (ii) Ancient remains, rock engraving",53
145,Buddhist stupas Murelkhurd Raisen,53
146,Stupas and other remains at Satdhara Murlikhedi Raisen,53
147,Fort Raisen Raisen,53
148,Buddhist monuments Sanchi Raisen,53
149,Buddhist stupas together with the adjacent Sonari Raisen land,53
150,Saru-Maru monastic complex alongwith Panguraria Sehore comprised area,53
151,"Painted rock shelters, two Buddhist stupas Talpura Sehore and other remains 53 Sl.No. Name of the Monument / Site Locality District",53
152,Large Siva Temple Mahua Shivpuri,54
153,Small Siva Temple Mahua Shivpuri,54
154,Monastery Ranod Shivpuri,54
155,Town hall alias Gandhi Bhavan Shivpuri Shivpuri,54
156,Monastery Surwaya Shivpuri,54
157,Open Air Museum Surwaya Shivpuri,54
158,Siva Temple Surwaya Shivpuri,54
159,Surwaya Gadhi Surwaya Shivpuri,54
160,Mohajamata temple Terahi Shivpuri,54
161,Monastery Terahi Shivpuri,54
162,Toran gate Terahi Shivpuri,54
163,Ancient Mound Bhairogarh Ujjain,54
164,Ancient Mound (Vaishya Tekri) Undasa Ujjain,54
165,Ancient Mound (Kumbhar Tekri) Undasa Ujjain,54
166,Dashavatara Temple Badoh Vidisha,54
167,Gadarmal Temple Badoh Vidisha,54
168,Jain Temple Badoh Vidisha,54
169,Ancient site Besnagar Vidisha,54
170,Khamb Baba (Heliodoras Pillar) Besnagar Vidisha,54
171,Bijamandal Mosque Bhilsa Vidisha,54
172,Lohangi Hill Capital Bhilsa Vidisha,54
173,Athakhamba Gyaraspur Vidisha,54
174,Bajramath Gyaraspur Vidisha,54
175,Buddhist stupa Gyaraspur Vidisha,54
176,Hindola Torana Gyaraspur Vidisha,54
177,Maladevi Temple Gyaraspur Vidisha,54
178,Bhimgaja Pathari Vidisha,54
179,Caves Pathari Vidisha,54
180,Bara Khambi Udaypur Vidisha,54
181,Caves 1 to 20 Udaygiri Vidisha,54
182,Ruins of Gupta temple Udaygiri Vidisha,54
183,Udayeshwar Mahadeva Temple Udaypur Vidisha Jabalpur Circle Sl.No. Name of the Monument / Site Locality District,54
1,Caves bearing inscriptions of 1st century AD Silhara Annupur,54
2,Karan Temple Amarkantak Anuppur,54
3,Siva Temple Amarkantak Anuppur,54
4,Temple of Patalesvara Amarkantak Anuppur,54
5,Temples Baihar Balaghat,54
6,Fort Garhi Balaghat,54
7,Temple of Kotesvara (Mahadeo and Kashitola Balaghat Hanuman),54
8,Old Fort Lanji Balaghat,54
9,An old temple within the limits of Piparwara Raigarh Balaghat forest village,54
10,The old fortress which contains 53 images of Sonkhar Balaghat stones called Sada Bhada 54 Sl.No. Name of the Monument / Site Locality District,54
11,Bijamandal mound Jatkara Chhatarpur,55
12,Adinatha Temple Khajuraho Chhatarpur,55
13,Brahman Temple Khajuraho Chhatarpur,55
14,Chausath Jogini Temple Khajuraho Chhatarpur,55
15,"Chitragupta or Bharatji""sTemple Khajuraho Chhatarpur",55
16,Chopra of Square Tank Khajuraho Chhatarpur,55
17,Colossal statue of Shri Hanuman Khajuraho Chhatarpur,55
18,Devi Jagadambi Temple Khajuraho Chhatarpur,55
19,Duladeo Temple Khajuraho Chhatarpur,55
20,Ghantai Temple Khajuraho Chhatarpur,55
21,Jatakari or Chatrubhuj Temple Khajuraho Chhatarpur,55
22,Javari Temple Khajuraho Chhatarpur,55
23,Kakra Math Khajuraho Chhatarpur,55
24,Kandariya Temple Khajuraho Chhatarpur,55
25,Lakshman Temple Khajuraho Chhatarpur,55
26,Lalguan Mahadeva Khajuraho Chhatarpur,55
27,Mahadeva Temple Khajuraho Chhatarpur,55
28,Matangesvara Temple Khajuraho Chhatarpur,55
29,Nandi Temple Khajuraho Chhatarpur,55
30,Parsvanatha Temple Khajuraho Chhatarpur,55
31,Parvati Temple Khajuraho Chhatarpur,55
32,Santinatha Temple Khajuraho Chhatarpur,55
33,Vamana Temple Khajuraho Chhatarpur,55
34,Varaha Temple Khajuraho Chhatarpur,55
35,Visvanatha Temple Khajuraho Chhatarpur,55
36,Gond Fort Deogarh Chhindwara,55
37,Rangmahal Palace Hatta Damoh,55
38,Jatashankar Fort Jatashankar Damoh,55
39,The remains of an old sculptured temple Kanoda (Kanora) Damoh which is built without mortar and is attributed to the Chandels,55
40,Temple of Kanora Bari Kanora Bari Damoh,55
41,Old Temple Kodal Damoh,55
42,Jain temples on the hills Kundalpur Damoh,55
43,Two flat roofed temples below the hills Kundalpur Damoh,55
44,Ruined Fort Mariadoh Damoh,55
45,Nohta Temple Nohta Damoh,55
46,Sculptures at Phutera tank and slabs Phutera tank Damoh,55
47,Rajnagar Fort Rajnagar Damoh,55
48,Matha at Raneh Raneh Damoh,55
49,Sakhar Temple Sakhar Damoh,55
50,A hill Fort Singargarh Damoh,55
51,Ranmukteshwara Temple Kukkaram-ath Dindori,55
52,"Ancient site and Adamgarh rock shelters Kalamdi, Rasulia Hoshangabad and Kishanpur",55
53,Rock shelter known as Putli lane near Karian Hoshangabad Sabourne cave,55
54,Caves Pachmarhi Hoshangabad,55
55,Dorothy deep rock shelter Pachmarhi Hoshangabad 55 Sl.No. Name of the Monument / Site Locality District,55
56,"Temple of Gauri Shankar, ancient circular Bheraghat Jabalpur colonnade supported by pillars carved with images of various deities",56
57,Temple of Chausath Yogini Bheraghat Jabalpur,56
58,Madan Mahal on the top of hill upon a large Garha Jabalpur boulder rock,56
59,Large effigy of Vishnu Varaha Panagar Jabalpur,56
60,Karanbel (Tripuri) Tewar Jabalpur,56
61,Temple of Somnath and ruins of several Bargaon Katni temples,56
62,Ladaki-ka-Tila Bilhari Katni,56
63,Tapsi Math Bilhari Katni,56
64,Vishnu Varaha Temple Bilhari Katni,56
65,Ancient Mound Kakarahata Katni,56
66,"Stature of a boar (Vishnu: Varah), an image Karanpur Katni of Mahadeo and figures of other Hindu & Jain (Karitalai) Gods, scattered over four Tumuli and under a Bargat tree",56
67,Varaha near Karitalai Karanpur Katni,56
68,Tortoise and fish locally known as Kachha Karitalai Katni and Machha,56
69,Ruined temple near the sources of the Kiyan Marha Deori Katni river,56
70,Shiva Temple on a carved stone chabutra Nanhwara Katni measuring 10' x10' x4' and 8 stone Jain images,56
71,"Rock edict of Ashoka, Rupnath Padaria Katni",56
72,The whole site of Kankali Devi Temple Tigwa Katni including the Devi temple and Ruined temple close to them,56
73,Begum Mahal Chaugan Mandla Rayotwari,56
74,Sporting Palace by name Dalbadal Chaugan Mandla Rayotwari,56
75,Siva's temple Khaddeori Mandla,56
76,Gond fort called Satknada and the tower on Mandla Mandla Rajghat called Shahburz and the temples therein,56
77,Ajaigarh fort and its remains Ajaigarh Panna,56
78,Two temples ascribed to Gupta period Ajaigarh Panna,56
79,Nachna Kuthara Parvati Temple Nachna Panna,56
80,Chaumukh Nath Temple Nachna Panna,56
81,Inscriptions Alhaghat Rewa,56
82,"Rock shelters with megaliths, monasteries Barhat Rewa and inscriptions",56
83,Fresco paintings Gahira Rewa,56
84,Gurgi and Rehunta remains Gurgi Rewa,56
85,Inscriptions in cave Keoti Rewa,56
86,Temple Bamora Sagar,56
87,Fort Deori Sagar,56
88,Fort Dhamoni Sagar,56
89,Rani Mahal Dhamoni Sagar,56
90,Tomb and mosque of Baljati Shah Dhamoni Sagar 56 Sl.No. Name of the Monument / Site Locality District,56
91,Ancient Site Eran and Sagar Pahlezpur,57
92,All structures in or connection with the Mahal Garhpehra Sagar (fort) of the Dangi rulers,57
93,Fort Gourjhamar Sagar,57
94,Temple of Mahadeo or mata Karonda Sagar,57
95,Satgarh Karonda Sagar,57
96,"Old mosque , Idgah well, gateway of the fort Khimlasa Sagar and Nagina Mahal",57
97,The walls of the citadel (Fort) Khimlasa Sagar,57
98,The walls of the city with gate Khimlasa Fort Sagar,57
99,Tomb of Panj Pirs Khimlasa Fort Sagar,57
100,Temple of Mahadeo Pali Sagar,57
101,Fort Rahatgarh Sagar,57
102,Inscription in the fort of Bachhaun Bachhaun Satna,57
103,Remains Bharhut Satna,57
104,Remains Bhumra Satna,57
105,Temple of Ashta Ashta Seoni,57
106,Standing jain image of Digambar sect known Ghansor Seoni as Naga baba and the various fragmentary stone images and architectural stone pieces,57
107,Virath temple and remains Sohagpur Shahdol,57
108,Temple and Monastery Chandreh Sidhi 57,57
16,"List of Centrally Protected Monuments / Sites under the jurisdiction of Maharashtra (Aurangabad Circle, Mumbai Circle and Nagpur Circle) Aurangabad Circle Sl.No. Name of the Monument / Site Locality District",58
1,Damri Masjid Ahmednagar Ahmednagar,58
2,Gate near Niyamat Khan's Palace Ahmednagar Ahmednagar,58
3,Kotla of Twelve Imams Ahmednagar Ahmednagar,58
4,Macca Masjid Ahmednagar Ahmednagar,58
5,Old tomb near Changiz Khan's palace (Sarje Ahmednagar Ahmednagar Khan’s Tomb),58
6,The Tomb of Nizam Ahmedshah Ahmednagar Ahmednagar,58
7,The Faria Bagh Bhingar Ahmednagar Cantonment,58
8,Ancient sites and remains at Daimabad Daimabad Ahmednagar (Ladgaon),58
9,Dhokeshvar Cave Dhoke Ahmednagar,58
10,Jain Temple Ghotan Ahmednagar,58
11,Temple of Malikarjuna Ghotan Ahmednagar,58
12,Caves and Temple Harishchandragad Ahmednagar,58
13,Jarasangh Nagari Jorve Ahmednagar,58
14,The temple of Malikarjuna Karjat Ahmednagar,58
15,Temple of Shiva called Naktichedeul Karjat Ahmednagar,58
16,An Old Temple Kokamthan Ahmednagar,58
17,The Temple of Devi Mandavagaon Ahmednagar Katrabad,58
18,Salabatkhan's Tomb Mohekari Ahmednagar,58
19,Ancient site locally known as Ladmod Newasa Ahmednagar,58
20,Temple of Shiva on the further side of the Parner Ahmednagar stream at Parner,58
21,Baleshwar Temple Pedgaon Ahmednagar,58
22,The Temple of Lakshmi Narayan Pedgaon Ahmednagar,58
23,The Temple of Amriteshwar Ratanwadi Ahmednagar,58
24,Hemadpanti Temple SonaiBamini Ahmednagar,58
25,Triple shrined temple of Bhavani Tahakri Ahmednagar,58
26,Five Stone Gates Tisgaon Ahmednagar,58
27,Temple of Devi Toka Ahmednagar,58
28,Temple of Siddeshwar Mahadev Toka Ahmednagar,58
29,"Temple of Vishnu, and the five ghats attached Toka Ahmednagar thereto",58
30,Ajanta Caves Ajanta Aurangabad,58
31,Aurangabad Caves Aurangabad Aurangabad,58
32,Tomb of Rabia Daurani Aurangabad Aurangabad (Bibi-ka-Maqbara),58
33,Daulatabad Fort and Monuments therein (e.g. Daulatabad Aurangabad 58 Sl.No. Name of the Monument / Site Locality District Chand Minar),58
34,Ellora Caves Ellora Aurangabad,59
35,Tomb of Aurangazeb Khuldabad Aurangabad,59
36,Tomb of Malik Ambar Khuldabad Aurangabad,59
37,Ancient Site / Mound Paithan Aurangabad,59
38,Pithalkhora Caves Pithalkhora Aurangabad,59
39,"Ghrishneshwar Temple, Chatries and other Verul (Ellora) Aurangabad ancient sites",59
